epoch,train_loss,test_loss
1,0.2971538536126415,0.13634501962146411
2,0.09846471143265566,0.06382158819508428
3,0.056272039854278165,0.046772148632444444
4,0.04481993546709418,0.03588558492483571
5,0.03897429331826667,0.047494320375844834
6,0.03461064505701264,0.03582204978680238
7,0.030239011001152297,0.03359715408878401
8,0.027362219779752193,0.025457750430408245
9,0.025236671976745128,0.031997485830215736
10,0.02341946871485561,0.01984973014992041
11,0.022347664871873955,0.01949433280659529
12,0.021421486432664096,0.020368509594894325
13,0.020978135384308795,0.0191854461938298
14,0.020110650905407965,0.019701801295547435
15,0.019548806936169665,0.018949423596883813
16,0.019178413114665695,0.018626070528213554
17,0.018940193696568408,0.029034170381880053
18,0.01823336528846994,0.017490712893389476
19,0.01818586400632436,0.016737310470004256
20,0.017667191905590397,0.017724258642604886
21,0.017478650101305296,0.016676546345503692
22,0.017205275186958413,0.016713815251132472
23,0.01676906521432102,0.015858204125543125
24,0.01660354122441883,0.015826960225628378
25,0.01651217475766316,0.016976537024408267
26,0.016101463808057208,0.015421362709409248
27,0.015819112315463523,0.01615809677770206
28,0.015603908396636446,0.014970094992701586
29,0.015307752727530897,0.015784612024629798
30,0.01509588681704675,0.01508929218359602
31,0.014923981113824994,0.01526814652994896
32,0.014781557668466122,0.014796448431831474
33,0.014421075514207283,0.014928602347499691
34,0.014306716445523004,0.01432197486962347
35,0.014216940721186499,0.014380434184179952
36,0.013887324067763985,0.013115086890563059
37,0.013824119352114698,0.01615088352933526
38,0.013653446590372672,0.013671977194220138
39,0.013557042685182144,0.013962690330420932
40,0.013250559403871497,0.012200507089534464
41,0.013160942157264799,0.012740919233571428
42,0.012885573829213778,0.012916900360335907
43,0.012803021942575772,0.012979722151455158
44,0.012616173178733637,0.01342027851632641
45,0.012366417389518271,0.01259724263936126
46,0.012154478490507851,0.011040320774773136
47,0.012111503370106221,0.010621788626691947
48,0.01213625466451049,0.010362269511485162
49,0.011575695177695404,0.012697142457279067
50,0.01173502734163776,0.010342189908842557
51,0.011353454472652326,0.010138659160972263
52,0.011555754949028293,0.010154604286071844
53,0.011079645178591212,0.01013934999529738
54,0.011057234447604666,0.012755401036702096
55,0.010916086661163718,0.009799377581221052
56,0.01074816400030007,0.010258575854434942
57,0.01066413360570247,0.011402276945494425
58,0.01051362851751037,0.01075203986450409
59,0.010305002321644375,0.010603514069225639
60,0.01024114187574014,0.01874056397122331
61,0.01018169099620233,0.009794456366604814
62,0.010010035450880726,0.014334698171975711
63,0.009843095215813568,0.012407916158360118
64,0.009721262694802136,0.010117754293799712
65,0.009942767904140054,0.01019599516352173
66,0.00952745635372897,0.009283409260096959
67,0.009561935723371183,0.008840439804577424
68,0.009449675065698103,0.010707822479889727
69,0.009352680760202929,0.009786933825234883
70,0.009252179398511846,0.01217282222098826
71,0.009279482775600627,0.00882663778718173
72,0.009235990084319686,0.009934257036657073
73,0.008884284519978488,0.009395672975709507
74,0.009090076735786472,0.008060607695855045
75,0.008924542599512884,0.008073191764124204
76,0.008704755712921421,0.008854286869658001
77,0.008808756911118204,0.00932420741689081
78,0.008756500610228007,0.009065298100370758
