epoch,train_loss,test_loss,learning_rate
1,0.30468692008405923,0.1396530801197514,0.1
2,0.11047626565831403,0.08362394847907126,0.1
3,0.061961159945155185,0.044045800662133844,0.1
4,0.044421741566620765,0.0327164354819494,0.1
5,0.03632374744396657,0.031259033012126264,0.1
6,0.02994612401196112,0.025152022106728206,0.1
7,0.02605500522069633,0.022561097719784207,0.1
8,0.023431020085699857,0.019862822611272955,0.1
9,0.021460569743067027,0.023679337256665652,0.1
10,0.02027562821827208,0.02191429167209814,0.1
11,0.019329871990873167,0.027805553363092865,0.1
12,0.018644067959394307,0.020705878047738224,0.1
13,0.017705039853851,0.020097967544958618,0.1
14,0.01741601324484994,0.015536297685466707,0.1
15,0.016856017178700614,0.017749068254294495,0.1
16,0.01637171211342017,0.01773660165509985,0.1
17,0.01620093719024832,0.01631318931176793,0.1
18,0.01578065864276141,0.014630711396069576,0.1
19,0.01535824882487456,0.014180215635181716,0.1
20,0.014976232112385333,0.014092351735259096,0.1
21,0.014865530477836729,0.015580111252105174,0.1
22,0.01452930372596408,0.013394958130278004,0.1
23,0.014339907655181984,0.015845129461182904,0.1
24,0.01424890307088693,0.013620956702895152,0.1
25,0.013770370203225564,0.013919924991787411,0.1
26,0.0137670569261536,0.012936859220499173,0.1
27,0.013511856143983703,0.012970892051040815,0.1
28,0.0132556438834096,0.016512357446869526,0.1
29,0.01312549703909705,0.016950035694947775,0.1
30,0.012812006620224565,0.013599590705901695,0.1
31,0.012552220342525592,0.02466904334219483,0.1
32,0.012462525150428215,0.011229681810752179,0.1
33,0.012253615171648562,0.012042548348157045,0.1
34,0.01215787543527161,0.011381803808617405,0.1
35,0.01172622494166717,0.01236257363751065,0.1
36,0.011756986951610694,0.010664812084675457,0.1
37,0.01159161596869429,0.009893016112813105,0.1
38,0.011254744720645249,0.00970821308515345,0.1
39,0.011204398068754623,0.010270705355990988,0.1
40,0.011026003273824851,0.012942376895419633,0.1
41,0.0108377512350368,0.011294474978737222,0.1
42,0.010735593903809786,0.012130730955007796,0.1
43,0.01045338668472444,0.008893457377271262,0.1
44,0.010322279039925586,0.009840434919848727,0.1
45,0.010247193848869452,0.010342617136581491,0.1
46,0.010107539299254616,0.013599318557535298,0.1
47,0.009892832490537936,0.009160056968976277,0.1
48,0.00977750581378738,0.008981499277773157,0.1
49,0.009679755015919606,0.00848385360557586,0.1
50,0.009567618644796312,0.008046177517292866,0.1
51,0.00940668066808333,0.010096415076792861,0.1
52,0.009355718992883339,0.008799047865516817,0.1
53,0.009066692417642722,0.013095785758923739,0.1
54,0.009039073421542223,0.008009122351844174,0.1
55,0.008991655829595402,0.007726041433828262,0.1
56,0.008788305562920868,0.014058364820084535,0.1
57,0.008733140933715428,0.012893470765169088,0.1
58,0.008633730551227927,0.008205520193344758,0.1
59,0.008555754048672193,0.009187520691290653,0.1
60,0.008466501839381331,0.007572254680271726,0.1
61,0.008428796432369079,0.007358030342147686,0.1
62,0.008321042268071323,0.008067019356434078,0.1
63,0.008235442237152408,0.009989914690959268,0.1
64,0.00810301737083743,0.007152996808872558,0.1
65,0.008060399479776,0.007115169471944682,0.1
66,0.007849205968668685,0.007978873066604138,0.1
67,0.008039600821599985,0.0070832995716288375,0.1
68,0.007855934421531856,0.008318841509365788,0.1
69,0.007775594576184327,0.00946388417990723,0.1
70,0.007605674616061151,0.0071966390783200045,0.1
71,0.007739642350934446,0.01030410763885205,0.1
72,0.0075914149809007845,0.009414245623144477,0.1
73,0.007486307417663435,0.006693327740164629,0.1
74,0.007604873180389405,0.006601363315906686,0.1
75,0.00734824960740904,0.006576015922279718,0.1
76,0.007351857296889648,0.007130154310628616,0.1
77,0.0072852297686040405,0.007476020875716737,0.1
78,0.0073381384194362905,0.00672679552071107,0.1
79,0.00724471048801206,0.006366309131068799,0.1
80,0.007078476242022589,0.006435632341405532,0.1
81,0.007202710064593703,0.006419876312235525,0.1
82,0.006992966080627714,0.006290865721530281,0.1
83,0.00701241363499624,0.006184517943377917,0.1
84,0.006863887895985196,0.007228732481986905,0.1
85,0.006993123999563977,0.006384128770926812,0.1
86,0.00682189446912768,0.006227575069642626,0.1
87,0.0068704384313120195,0.006021241381628594,0.1
88,0.00672406890662387,0.006082760613159432,0.1
89,0.006817452618076155,0.006192144430824556,0.1
90,0.006708500243645782,0.006629640395112801,0.1
91,0.005897967102161298,0.005888612035875364,0.010000000000000002
92,0.005887464357850453,0.005883140573569107,0.010000000000000002
93,0.005881995306893562,0.005876874888684445,0.010000000000000002
94,0.005876834542335322,0.005874138608536062,0.010000000000000002
95,0.005872147246651973,0.005867675208525422,0.010000000000000002
96,0.0058674368460197,0.0058644077598971,0.010000000000000002
97,0.0058630332230435065,0.005858457812185709,0.010000000000000002
98,0.005858526478987187,0.005853914819987646,0.010000000000000002
99,0.005854330943742146,0.005851457630633376,0.010000000000000002
100,0.005850199468744298,0.005846088674055257,0.010000000000000002
101,0.005846168219965572,0.005842317545223826,0.010000000000000002
102,0.005841686438458661,0.005837578375746185,0.010000000000000002
103,0.005837930203415454,0.005832968449394685,0.010000000000000002
104,0.005833630095391224,0.005831709915267614,0.010000000000000002
105,0.005829891120859732,0.0058279676630627365,0.010000000000000002
106,0.005825939609203488,0.005821610784817797,0.010000000000000002
107,0.00582206786571381,0.0058181437707389705,0.010000000000000002
108,0.005818340354211008,0.005818156026750027,0.010000000000000002
109,0.005814521125284955,0.005810994129860774,0.010000000000000002
110,0.005810954500144968,0.005807322455996958,0.010000000000000002
111,0.005807031516451388,0.005802948802496152,0.010000000000000002
112,0.005803455667725454,0.005799430431701088,0.010000000000000002
113,0.005800007421057672,0.005795546428319843,0.010000000000000002
114,0.005796127487750103,0.0057939707954453,0.010000000000000002
115,0.00579257690658172,0.00578804247265604,0.010000000000000002
116,0.005788085564660529,0.00578663087595487,0.0010000000000000002
117,0.005787549642845989,0.005786255065565153,0.0010000000000000002
118,0.005787162020957718,0.005785787609735659,0.0010000000000000002
119,0.005786787777130181,0.005785385083581787,0.0010000000000000002
120,0.005786429906729609,0.005784976648186178,0.0010000000000000002
121,0.005786063310612614,0.005784621960871542,0.0010000000000000002
122,0.005785674530391892,0.005784419209230691,0.0010000000000000002
123,0.005785360589701061,0.005784021505678538,0.0010000000000000002
124,0.005785007358063012,0.005783770989801269,0.0010000000000000002
125,0.005784646066604182,0.005783250921716293,0.0010000000000000002
126,0.0057842879897604385,0.005783138438807025,0.0010000000000000002
127,0.0057839540605588505,0.005782467884127982,0.0010000000000000002
128,0.005783602309723695,0.005782353100851954,0.0010000000000000002
129,0.0057832488223599895,0.005781911938004972,0.0010000000000000002
130,0.005782903845732411,0.005781444719080658,0.0010000000000000002
131,0.005782515604514629,0.005781262915503855,0.0010000000000000002
132,0.005782161911483854,0.005780820134095848,0.0010000000000000002
133,0.005781805372874563,0.0057805471093161035,0.0010000000000000002
134,0.005781471164276203,0.005780151645109678,0.0010000000000000002
135,0.005781066516647115,0.005779659785427309,0.0010000000000000002
136,0.005780774905967216,0.005779291401267983,0.0010000000000000002
137,0.005780441511888057,0.005778983854785717,0.0010000000000000002
138,0.005780095366838698,0.005778631133822879,0.0010000000000000002
139,0.005779740596966197,0.005778263259465651,0.0010000000000000002
140,0.005779395857437824,0.005777942433778663,0.0010000000000000002
141,0.0057788717886433005,0.005777854095698179,0.00010000000000000003
142,0.005778822452217961,0.005777787937355849,0.00010000000000000003
143,0.005778790474093209,0.005777761707625662,0.00010000000000000003
144,0.005778757323278114,0.005777723159214172,0.00010000000000000003
145,0.005778724593886485,0.005777698176389095,0.00010000000000000003
146,0.005778692908740292,0.005777661795630896,0.00010000000000000003
147,0.005778659111820161,0.005777632845177625,0.00010000000000000003
148,0.00577862558226722,0.00577758314369324,0.00010000000000000003
149,0.005778596225039413,0.0057775601603983285,0.00010000000000000003
150,0.005778562793663392,0.005777530366710077,0.00010000000000000003
