obj,ci1,ci2,ci3,omega2,omega3,tw1,tw2,tw3
0.9663216269713346,0.2760287282618826,0.2059583167628366,3.9134571381079457,-1.0,-1.0,0.5773502691896258,0.5773502691896258,0.5773502691896258
0.9663216269713356,0.2760287282618813,0.20595831676283846,3.913457138107945,-1.0,-1.0,0.00109889977188853,0.00109889977188853,0.9999987924185623
0.9663216269713346,0.2760287282618826,0.2059583167628366,3.9134571381079457,-1.0,-1.0,0.0005497524451743833,0.0005497524451743833,0.9999996977722032
0.9663216269713346,0.2760287282618826,0.2059583167628366,3.9134571381079457,-1.0,-1.0,0.00036656886569914145,0.00036656886569914145,0.9999998656272577
0.9663216269713346,0.2760287282618826,0.2059583167628366,3.9134571381079457,-1.0,-1.0,0.0002749518626344433,0.0002749518626344433,0.9999999244014705
0.9663216269713346,0.2760287282618826,0.2059583167628366,3.9134571381079457,-1.0,-1.0,0.00021997359252345303,0.00021997359252345303,0.9999999516116175
0.9663216269713344,0.2760287282618826,0.20595831676283674,3.9134571381079466,-1.0,-1.0,0.00018331805066810114,0.00018331805066810114,0.9999999663944916
0.9663216269713346,0.2760287282618826,0.2059583167628366,3.9134571381079457,-1.0,-1.0,0.00015713387418430947,0.00015713387418430947,0.9999999753089454
0.9663216269713344,0.2760287282618826,0.20595831676283674,3.9134571381079466,-1.0,-1.0,0.0001374948413440353,0.0001374948413440353,0.9999999810951685
0.9663216269713346,0.2760287282618826,0.2059583167628366,3.9134571381079457,-1.0,-1.0,0.00012221950440752783,0.00012221950440752783,0.9999999850623926
0.9663216269713346,0.2760287282618826,0.2059583167628366,3.9134571381079457,-1.0,-1.0,0.00010999889868003985,0.00010999889868003985,0.9999999879002422
0.9663216269713356,0.2760287282618813,0.20595831676283846,3.913457138107945,-1.0,-1.0,9.999999900000002e-05,9.999999900000002e-05,0.9999999900000002
1.000368108612514,0.27214929325575915,0.24452186108396426,98.74169147051495,-1.0,-1.0,0.00109889977188853,0.9999987924185623,0.00109889977188853
1.0003681086125136,0.2721492932557561,0.24452186108394866,98.74169147051492,-1.0,-1.0,0.0007770401843011006,0.7071065677140016,0.7071065677140016
1.000368108612289,0.272149293254647,0.244521861078288,98.74169147050243,-1.0,-1.0,0.0004916595543505108,0.4474101944589648,0.8943287293635791
1.000368108612514,0.27214929325575915,0.24452186108396426,98.74169147051495,-1.0,-1.0,0.00034773228419898147,0.3164363786210731,0.9486136712948213
1.0003681086125136,0.2721492932557561,0.24452186108394866,98.74169147051492,-1.0,-1.0,0.00026672955112570746,0.24272389152439375,0.9700953774441979
1.0003681086125136,0.2721492932557561,0.24452186108394866,98.74169147051492,-1.0,-1.0,0.0002156945567675951,0.19628204665851154,0.9805474550654874
1.0003681086125136,0.2721492932557561,0.24452186108394866,98.74169147051492,-1.0,-1.0,0.0001808193330460532,0.16454559307190839,0.9863694617662201
1.0003681086125136,0.2721492932557561,0.24452186108394866,98.74169147051492,-1.0,-1.0,0.00015555166669727625,0.14155201669452136,0.989930806861466
1.0003681086125136,0.2721492932557561,0.24452186108394866,98.74169147051492,-1.0,-1.0,0.00013643106942670875,0.12415227317830495,0.9922631679404526
1.000368108612514,0.27214929325575915,0.24452186108396426,98.74169147051495,-1.0,-1.0,0.00012147052931251331,0.11053818167438711,0.9938718708349839
