epoch,train_loss,test_loss,learning_rate
1,0.2644761189942559,0.17595636862019698,0.1
2,0.08500101316099365,0.05705336730539178,0.1
3,0.048451899445305265,0.04792764258105308,0.1
4,0.03821669783287992,0.029435899099723127,0.1
5,0.031225298646216593,0.02218548984810089,0.1
6,0.02638811620573203,0.025967463211078817,0.1
7,0.023256661674628656,0.016401171543014546,0.1
8,0.020933030784750978,0.026618977893764773,0.1
9,0.019333879372570664,0.022552878408459945,0.1
10,0.018404830085734528,0.015615986020226652,0.1
11,0.01719441976863891,0.014604470513295381,0.1
12,0.016507513506803663,0.014207653301224733,0.1
13,0.01612424343281115,0.013573886772307257,0.1
14,0.015185831924900412,0.017844270226778463,0.1
15,0.015170127664071819,0.012431503196324533,0.1
16,0.014420421911248316,0.012874513898859732,0.1
17,0.014381114421412348,0.011645143031685923,0.1
18,0.014054323565214872,0.011236375722801313,0.1
19,0.013855808756003778,0.01221299779776018,0.1
20,0.01350732562985892,0.011472595509452125,0.1
21,0.013262299433505783,0.011311739226415133,0.1
22,0.013229695564756791,0.011445539136766457,0.1
23,0.012927564189303666,0.01197263207383609,0.1
24,0.01279165796857948,0.015137661565289211,0.1
25,0.012553557633267095,0.011128787743703773,0.1
26,0.0123927209006312,0.01117583023093175,0.1
27,0.012160897221571456,0.009268774650699925,0.1
28,0.01199596509958307,0.009214872794109397,0.1
29,0.011828673417524745,0.01541565168008674,0.1
30,0.01177786604850553,0.009466107194893993,0.1
31,0.011485311380044246,0.010304982148809358,0.1
32,0.011588702185933168,0.012541960436113489,0.1
33,0.011219272120312478,0.013969363517050321,0.1
34,0.011197453814093023,0.01242792393391331,0.1
35,0.01091471707331948,0.011079874852245363,0.1
36,0.010825045465414102,0.014363321726947712,0.1
37,0.010541807508949811,0.00769509263705307,0.1
38,0.010499476596014573,0.015407288200804033,0.1
39,0.010425111482618377,0.012099147211799088,0.1
40,0.010257065241069844,0.009806317118539786,0.1
41,0.009964460728612418,0.006975926363278025,0.1
42,0.010254107870860025,0.009890719731532348,0.1
43,0.00980320393689908,0.006769358953655076,0.1
44,0.009766640333691613,0.007545027365752807,0.1
