epoch,train_loss,test_loss,learning_rate,validation_loss
43,0.027071711740323474,,0.00021990548087642936,0.0031430531525984406
44,0.02642222281013216,,0.00021990548087642936,0.0030947356717661023
45,0.026408867378320013,,0.00021990548087642936,0.003046301775611937
46,0.023553785202758654,,0.00021990548087642936,0.002984096761792898
47,0.022314898669719696,,0.00021990548087642936,0.0028951666317880154
48,0.022095894973192896,,0.00021990548087642936,0.0029386458918452263
49,0.02141865236418588,,0.00021990548087642936,0.002859275438822806
50,0.01967564783990383,,0.00021990548087642936,0.0028497548773884773
51,0.019305747002363205,,0.00021990548087642936,0.002783438889309764
52,0.01810909022710153,,0.00021990548087642936,0.0027177087031304836
53,0.0183509566954204,,0.00021990548087642936,0.002699454198591411
54,0.016655308194458485,,0.00021990548087642936,0.0026239047292619944
55,0.0162939155208213,,0.00021990548087642936,0.002591757453046739
56,0.016013423513088907,,0.00021990548087642936,0.0025324701564386487
57,0.014435982996863978,,0.00021990548087642936,0.0025057302555069327
58,0.014731895577694689,,0.00021990548087642936,0.0024834362557157874
59,0.013973797006266457,,0.00021990548087642936,0.0024690679274499416
60,0.013430977506296975,,0.00021990548087642936,0.0024407394230365753
61,0.012868456808584077,,0.00021990548087642936,0.002429463085718453
62,0.012612139673105307,,0.00021990548087642936,0.0023796235909685493
63,0.011991891876927443,,0.00021990548087642936,0.002350503928028047
64,0.011989233483161246,,0.00021990548087642936,0.0023241587914526463
65,0.011052657051810197,,0.00021990548087642936,0.0023068557493388653
66,0.011149179190397263,,0.00021990548087642936,0.0022893687710165977
67,0.011033669247158937,,0.00021990548087642936,0.0022548531414940953
68,0.010293611591415746,,0.00021990548087642936,0.0022433222038671374
69,0.010575494595936366,,0.00021990548087642936,0.0022365921176970005
70,0.009542752190360002,,0.00021990548087642936,0.00221103907097131
71,0.008983266672917775,,0.00021990548087642936,0.0021924017928540707
72,0.009413330150502068,,0.00021990548087642936,0.0021935742115601897
73,0.008523054021809782,,0.00021990548087642936,0.002174442575778812
74,0.00838890006499631,,0.00021990548087642936,0.0021513382671400905
75,0.007843632251024246,,0.00021990548087642936,0.002133815549314022
76,0.008038473382060016,,0.00021990548087642936,0.0021255803294479847
77,0.007463892389621053,,0.00021990548087642936,0.0021400421392172575
78,0.007303475801433835,,0.00021990548087642936,0.002104181796312332
79,0.0068996127561799115,,0.00021990548087642936,0.002111862530000508
80,0.007109713873692921,,0.00021990548087642936,0.002080761536490172
81,0.006931057865066188,,0.00021990548087642936,0.002068787580356002
82,0.006953979642795665,,0.00021990548087642936,0.0020806738175451756
83,0.006483087914862803,,0.00021990548087642936,0.002081473357975483
84,0.006266456163887467,,0.00021990548087642936,0.0020730365649797022
85,0.006240908522158861,,0.00021990548087642936,0.0020617202389985323
86,0.00586373485358698,,0.00021990548087642936,0.002025747555308044
87,0.00568684669477599,,0.00021990548087642936,0.0020159526611678302
88,0.00565788010135293,,0.00021990548087642936,0.002017292659729719
89,0.005573000692363296,,0.00021990548087642936,0.0019888930255547166
90,0.005516921702240195,,0.00021990548087642936,0.001972898666281253
91,0.005134440758930785,,0.00021990548087642936,0.00197836069855839
92,0.005007674584963492,,0.00021990548087642936,0.0019703428260982037
93,0.00542577841718282,,0.00021990548087642936,0.0019580646767280996
94,0.005107325900878225,,0.00021990548087642936,0.0019691165653057396
95,0.004925545238490615,,0.00021990548087642936,0.001962040667422116
96,0.004737831718687501,,0.00021990548087642936,0.00195589242503047
97,0.004506322555243969,,0.00021990548087642936,0.0019324261811561882
98,0.00445870596117207,,0.00021990548087642936,0.0019222671398892999
99,0.004438551375642419,,0.00021990548087642936,0.0019119932549074292
100,0.004344154348863023,,0.00021990548087642936,0.0019082536455243826
101,0.004424409807792732,,0.00021990548087642936,0.0019115289323963225
102,0.004196907260588237,,0.00021990548087642936,0.001907910918816924
103,0.004268955638898271,,0.00021990548087642936,0.0019066343666054308
104,0.004121529836473721,,0.00021990548087642936,0.0019070690614171326
105,0.0038944698670612915,,0.00021990548087642936,0.0018973449477925897
106,0.003835902682372502,,0.00021990548087642936,0.0018976848223246634
107,0.0038208397704043557,,0.00021990548087642936,0.0018879974959418178
108,0.0037391672043928076,,0.00021990548087642936,0.0018842535209842026
109,0.003644087750996862,,0.00021990548087642936,0.0018728626309894025
110,0.00366250126223479,,0.00021990548087642936,0.0018748596776276827
111,0.0037936579569109847,,0.00021990548087642936,0.0018675723113119602
112,0.0036554940909679446,,0.00021990548087642936,0.001865018275566399
113,0.0034456750311489615,,0.00021990548087642936,0.001867143961135298
114,0.003433623184849109,,0.00021990548087642936,0.001855063601396978
115,0.0034962154126593043,,0.00021990548087642936,0.0018610359402373433
116,0.0034371469103332076,,0.00021990548087642936,0.0018636495806276798
117,0.00338362087495625,,0.00021990548087642936,0.0018623602227307856
118,0.0033633646422198842,,0.00021990548087642936,0.0018619117909111083
119,0.0033439205892916235,,0.00021990548087642936,0.0018573591369204223
120,0.0031248314439186026,,0.00021990548087642936,0.0018571133259683847
121,0.003058734815567732,,0.00021990548087642936,0.0018545278580859303
122,0.003171155595087579,,0.00021990548087642936,0.001847426116000861
123,0.0032392852008342743,,0.00021990548087642936,0.0018416695529595017
124,0.0030297113782060997,,0.00021990548087642936,0.0018397675594314933
125,0.0031171478663704227,,0.00021990548087642936,0.0018435110687278211
126,0.003141468723437616,,0.00021990548087642936,0.0018343473202548921
127,0.0031577620123113903,,0.00021990548087642936,0.0018339923699386418
128,0.0029834697488695383,,0.00021990548087642936,0.0018376996740698814
129,0.0027721959964505266,,0.00021990548087642936,0.0018306357669644058
130,0.0029928534557776792,,0.00021990548087642936,0.0018213855801150203
131,0.0029200701641717126,,0.00021990548087642936,0.0018172136042267084
132,0.0028489717348877874,,0.00021990548087642936,0.0018149242387153208
133,0.002773124059396131,,0.00021990548087642936,0.001819820434320718
134,0.0028307554977280752,,0.00021990548087642936,0.001814755902159959
135,0.0027518202883324455,,0.00021990548087642936,0.0018139216699637473
136,0.002868734333398087,,0.00021990548087642936,0.0018153623095713556
137,0.0026939784043601583,,0.00021990548087642936,0.001809050445444882
138,0.0027567243336566855,,0.00021990548087642936,0.0018025667523033917
139,0.002652199672801154,,0.00021990548087642936,0.0018050031503662467
140,0.00265112253172057,,0.00021990548087642936,0.0018070502555929124
141,0.0026231322304478715,,0.00021990548087642936,0.0018065707990899682
142,0.0027017824883971897,,0.00021990548087642936,0.0018062533345073462
143,0.002673063526994416,,0.00021990548087642936,0.0018033268861472607
144,0.0026173135598323177,,0.00021990548087642936,0.0018025761819444597
145,0.0025968197400548627,,0.00021990548087642936,0.0017999732517637312
146,0.002506161141874535,,0.00021990548087642936,0.0017944690771400928
147,0.002639981618683253,,0.00021990548087642936,0.0017988407635129988
148,0.002550540358892509,,0.00021990548087642936,0.0017904755077324808
149,0.0024969137074159725,,0.00021990548087642936,0.0017831066506914794
150,0.002576881487454687,,0.00021990548087642936,0.0017826817347668111
151,0.0024770723788865973,,0.00021990548087642936,0.0017799092456698418
152,0.0025556704495102167,,0.00021990548087642936,0.001776226272340864
153,0.0026487825837518486,,0.00021990548087642936,0.0017695476999506354
154,0.0025324979464390446,,0.00021990548087642936,0.0017696971772238612
155,0.0024681962760431425,,0.00021990548087642936,0.0017685368657112122
156,0.0024922512737768038,,0.00021990548087642936,0.0017669778899289668
157,0.00247277196363679,,0.00021990548087642936,0.0017653153045102954
158,0.002474025922960469,,0.00021990548087642936,0.0017616066616028547
159,0.0024322677137596266,,0.00021990548087642936,0.0017637086566537619
160,0.002402474804382239,,0.00021990548087642936,0.0017650445806793869
161,0.002386129161875163,,0.00021990548087642936,0.00175880006281659
162,0.0024111416922616108,,0.00021990548087642936,0.0017558014369569719
163,0.002443539976541485,,0.00021990548087642936,0.001755013596266508
164,0.0024367450137755702,,0.00021990548087642936,0.0017572369542904198
165,0.0024045136025441544,,0.00021990548087642936,0.0017518590320833027
166,0.00247376538547022,,0.00021990548087642936,0.0017533274949528277
167,0.002456035664571183,,0.00021990548087642936,0.0017523763817735016
168,0.0024210030013429268,,0.00021990548087642936,0.0017581821884959936
169,0.0024284995826227324,,0.00021990548087642936,0.0017569822957739234
170,0.002339772281369993,,0.00021990548087642936,0.0017545675509609282
171,0.002322948271674769,,0.00021990548087642936,0.0017556901439093053
172,0.0022634384887559073,,0.00021990548087642936,0.0017508540768176317
173,0.0023291990094419035,,0.00021990548087642936,0.0017499461537227035
174,0.00247939456520336,,0.00021990548087642936,0.0017472311155870557
175,0.002356267500934856,,0.00021990548087642936,0.0017435894114896655
176,0.0022578308624880655,,0.00021990548087642936,0.0017432535532861948
177,0.0023042443873626845,,0.00021990548087642936,0.0017427918501198292
178,0.002312211752203958,,0.00021990548087642936,0.0017332224524579942
179,0.002314522363511579,,0.00021990548087642936,0.0017297923332080245
180,0.002306844639991011,,0.00021990548087642936,0.001727922703139484
181,0.0022989886347204447,,0.00021990548087642936,0.0017254151171073318
182,0.002316630644989865,,0.00021990548087642936,0.0017255375860258937
183,0.002298181959693985,,0.00021990548087642936,0.0017221104935742915
184,0.002321497803287847,,0.00021990548087642936,0.0017241174937225878
185,0.0022585937154612373,,0.00021990548087642936,0.0017321663326583803
186,0.002309859430949603,,0.00021990548087642936,0.0017268953379243612
187,0.0022855663139905247,,0.00021990548087642936,0.0017221547313965857
188,0.002281621431133577,,0.00021990548087642936,0.0017198965651914477
189,0.0023051599439765725,,0.00021990548087642936,0.0017216494888998568
190,0.002237500689391579,,0.00021990548087642936,0.0017186551121994853
191,0.0022409228840842843,,0.00021990548087642936,0.0017110116314142942
192,0.0022297669534704517,,0.00021990548087642936,0.0017067292938008904
193,0.002283145074865648,,0.00021990548087642936,0.0017038712394423783
194,0.0022083761702690807,,0.00021990548087642936,0.0017017110949382186
195,0.002272227579461677,,0.00021990548087642936,0.0017006617854349315
196,0.0022735954262316227,,0.00021990548087642936,0.001711308432277292
197,0.002209841805909361,,0.00021990548087642936,0.00171155936550349
198,0.0021550868405029178,,0.00021990548087642936,0.0017026657005771995
199,0.0022166265407577157,,0.00021990548087642936,0.0017018397920764983
200,0.002187044276589794,,0.00021990548087642936,0.0016925861709751189
201,0.002153667588053005,,0.00021990548087642936,0.0016903900541365147
202,0.002141315007715353,,0.00021990548087642936,0.001685332041233778
203,0.0022825987211295535,,0.00021990548087642936,0.0016843219636939466
204,0.0022126065201259087,,0.00021990548087642936,0.0016853027045726776
205,0.002179043650227998,,0.00021990548087642936,0.0016905865631997585
206,0.0022115096050713745,,0.00021990548087642936,0.0016862446209415793
207,0.0022241019843412296,,0.00021990548087642936,0.0016845579375512898
208,0.002172164319615279,,0.00021990548087642936,0.0016821197350509465
209,0.0021902382307286772,,0.00021990548087642936,0.0016793243121355772
210,0.0021830895649535315,,0.00021990548087642936,0.0016756936674937606
211,0.0022315107884683777,,0.00021990548087642936,0.0016742165898904204
212,0.0022086927866829292,,0.00021990548087642936,0.0016750412760302424
213,0.002104127380464758,,0.00021990548087642936,0.001679919776506722
214,0.0022169291540714248,,0.00021990548087642936,0.0016732672811485827
215,0.0021501280966081788,,0.00021990548087642936,0.00167277263244614
216,0.002133777365088463,,0.00021990548087642936,0.001672584388870746
217,0.0020784561888181736,,0.00021990548087642936,0.0016689447802491486
218,0.0021773496243570533,,0.00021990548087642936,0.0016714307712391019
219,0.002180678437330893,,0.00021990548087642936,0.0016781274462118745
220,0.0021634252376056145,,0.00021990548087642936,0.0016663532587699592
221,0.0021539473673328757,,0.00021990548087642936,0.001656453008763492
222,0.002136839187837073,,0.00021990548087642936,0.0016582381795160472
223,0.0020988413764696035,,0.00021990548087642936,0.001662164693698287
224,0.002174263055037175,,0.00021990548087642936,0.0016541262157261372
225,0.002103168816704835,,0.00021990548087642936,0.0016531594446860254
226,0.0021194693565900835,,0.00021990548087642936,0.0016473609721288085
227,0.002118761950571622,,0.00021990548087642936,0.0016481868224218488
228,0.002133186790160835,,0.00021990548087642936,0.001650214020628482
229,0.0021238700220627444,,0.00021990548087642936,0.001645817595999688
230,0.0020842267300135325,,0.00021990548087642936,0.001643515017349273
231,0.002154190093278885,,0.00021990548087642936,0.0016369466902688146
232,0.002107046976951616,,0.00021990548087642936,0.0016352410893887281
233,0.002229718358388969,,0.00021990548087642936,0.0016365674673579633
234,0.0021265221792938454,,0.00021990548087642936,0.0016426977817900479
235,0.002126207309109824,,0.00021990548087642936,0.0016366720665246248
236,0.0021043125806110246,,0.00021990548087642936,0.00164234999101609
237,0.0021031828530664954,,0.00021990548087642936,0.001636065891943872
238,0.0021274115091988017,,0.00021990548087642936,0.0016311209183186293
239,0.0020596495430384365,,0.00021990548087642936,0.001625516393687576
240,0.0021346335997805,,0.00021990548087642936,0.001623933610972017
241,0.0021002950545932564,,0.00021990548087642936,0.0016272233333438635
242,0.002154079049692622,,0.00021990548087642936,0.0016214897041209042
243,0.0021349238730700953,,0.00021990548087642936,0.0016219784738495946
244,0.0020714574493467808,,0.00021990548087642936,0.0016189685557037592
245,0.0021059202096824136,,0.00021990548087642936,0.0016203541890718043
246,0.0020656573552904384,,0.00021990548087642936,0.0016205409774556756
247,0.002068570249580911,,0.00021990548087642936,0.0016100202919915318
248,0.002134545356966555,,0.00021990548087642936,0.0016141775413416326
249,0.002082980038332088,,0.00021990548087642936,0.001612972468137741
250,0.002113713600140597,,0.00021990548087642936,0.0016110746655613184
251,0.0021232713146933486,,0.00021990548087642936,0.0016141182859428227
252,0.002164473773778549,,0.00021990548087642936,0.0016030808328650892
253,0.002179062492879374,,0.00021990548087642936,0.001604932826012373
254,0.002049788649726127,,0.00021990548087642936,0.0016006097430363297
255,0.0020768545468204786,,0.00021990548087642936,0.0015994393033906817
256,0.0020933042147329877,,0.00021990548087642936,0.0016067054239101708
257,0.002086535711506648,,0.00021990548087642936,0.001599422248546034
258,0.0020450402017948882,,0.00021990548087642936,0.0015957783907651901
259,0.0020691107659201536,,0.00021990548087642936,0.0015959927695803344
260,0.0020697094732895494,,0.00021990548087642936,0.0015914951218292117
261,0.0020570153137668967,,0.00021990548087642936,0.0015807128511369228
262,0.0020503331075555514,,0.00021990548087642936,0.001583096745889634
263,0.002053587115369737,,0.00021990548087642936,0.001583655015565455
264,0.0020343793356525047,,0.00021990548087642936,0.0015790947945788503
265,0.0020459015421303256,,0.00021990548087642936,0.0015732889878563583
266,0.002123952876510365,,0.00021990548087642936,0.0015777110238559544
267,0.0020389911951497197,,0.00021990548087642936,0.0015709048020653427
268,0.0020517006383410524,,0.00021990548087642936,0.0015692107263021171
269,0.0021031193734545794,,0.00021990548087642936,0.0015669518616050482
270,0.0020775837391348822,,0.00021990548087642936,0.00156433938536793
271,0.0020583258010447025,,0.00021990548087642936,0.001570733031257987
272,0.002100591448002628,,0.00021990548087642936,0.0015722201205790043
273,0.002082627482845315,,0.00021990548087642936,0.0015777948428876698
274,0.002034032634193344,,0.00021990548087642936,0.0015777918742969632
275,0.0020342669782361816,,0.00021990548087642936,0.0015760830137878656
276,0.0019752973125183155,,0.00021990548087642936,0.0015729856095276773
277,0.0019681920197659303,,0.00021990548087642936,0.0015705603291280568
278,0.002038377703034452,,0.00021990548087642936,0.0015612240531481802
279,0.002022873261012137,,0.00021990548087642936,0.0015641999780200422
280,0.002065224839108331,,0.00021990548087642936,0.0015660995268262923
281,0.002044435790074723,,0.00021990548087642936,0.0015676033217459917
282,0.0020655951063547817,,0.00021990548087642936,0.0015741881798021495
283,0.002032863159131791,,0.00021990548087642936,0.0015786346048116684
284,0.0019955909977267894,,0.00021990548087642936,0.0015731233288533986
285,0.001984971093146929,,0.00021990548087642936,0.001569289481267333
286,0.0020537242193573286,,0.00021990548087642936,0.001566315710078925
287,0.0020462191563897897,,0.00021990548087642936,0.0015614767908118665
288,0.001990942600449281,,0.00021990548087642936,0.0015506555791944265
289,0.002009027737325856,,0.00021990548087642936,0.0015535407001152635
290,0.002017819572107068,,0.00021990548087642936,0.0015536515857093036
291,0.0019832965252654894,,0.00021990548087642936,0.0015578987658955157
292,0.0020235879513035926,,0.00021990548087642936,0.00155758170876652
293,0.0020251492304461344,,0.00021990548087642936,0.0015543214394710958
294,0.00207789135830743,,0.00021990548087642936,0.0015505338087677956
295,0.0020081145090184043,,0.00021990548087642936,0.001548503409139812
296,0.0019851891390447107,,0.00021990548087642936,0.0015432616928592324
297,0.0019723297196573447,,0.00021990548087642936,0.001539386750664562
298,0.0019377341959625483,,0.00021990548087642936,0.0015368625172413886
299,0.002034783496388367,,0.00021990548087642936,0.001534850220195949
300,0.0020050896065575735,,0.00021990548087642936,0.0015360137331299484
301,0.0019906485686078668,,0.00021990548087642936,0.0015289122238755226
302,0.0019786336259650333,,0.00021990548087642936,0.0015420099953189492
303,0.001986117268513356,,0.00021990548087642936,0.001531290472485125
304,0.001991567983558135,,0.00021990548087642936,0.0015328085864894092
305,0.0019881377229467034,,0.00021990548087642936,0.0015296665951609612
306,0.002003087944883321,,0.00021990548087642936,0.0015263496898114681
307,0.00200210529978254,,0.00021990548087642936,0.0015309870359487832
308,0.0019310948472203954,,0.00021990548087642936,0.0015315706259571016
309,0.0019415448519534298,,0.00021990548087642936,0.0015335323987528682
310,0.0019661958296118037,,0.00021990548087642936,0.0015276532503776252
311,0.0019818413836349335,,0.00021990548087642936,0.0015253504388965666
312,0.001966838009788522,,0.00021990548087642936,0.0015224909875541925
313,0.0019726681556286557,,0.00021990548087642936,0.0015176841407082975
314,0.002005352306046656,,0.00021990548087642936,0.00150993064744398
315,0.001996226758430047,,0.00021990548087642936,0.001511297537945211
316,0.001973243330472282,,0.00021990548087642936,0.0015185323427431285
317,0.0019555200623082264,,0.00021990548087642936,0.0015127604710869491
318,0.0019442783502329672,,0.00021990548087642936,0.001508826797362417
319,0.002016280345352633,,0.00021990548087642936,0.0015231981524266303
320,0.0019731456746480296,,0.00021990548087642936,0.0015121003380045295
321,0.0020577958119767053,,0.00021990548087642936,0.0015147749800235033
322,0.0019765611338828292,,0.00021990548087642936,0.0015205677482299507
323,0.0019879526724772795,,0.00021990548087642936,0.0015094383270479739
324,0.0020058295922353864,,0.00021990548087642936,0.00151028047548607
325,0.001995616193328585,,0.00021990548087642936,0.001502394094131887
326,0.0019438410776534251,,0.00021990548087642936,0.0015126741491258144
327,0.0020007473483149496,,0.00021990548087642936,0.0014979105326347053
328,0.0019445903931877442,,0.00021990548087642936,0.0014986129244789481
329,0.001964240102097392,,0.00021990548087642936,0.0015068004140630364
330,0.0019328426736007845,,0.00021990548087642936,0.0015001576393842697
331,0.001993297881978963,,0.00021990548087642936,0.0014927729498595
332,0.0019409188202449254,,0.00021990548087642936,0.0015057040145620704
333,0.001988920466309147,,0.00021990548087642936,0.0014890519669279456
334,0.0019328547641634941,,0.00021990548087642936,0.001485766377300024
335,0.0020438665856740306,,0.00021990548087642936,0.0014955620281398296
336,0.002029151888564229,,0.00021990548087642936,0.00149120285641402
337,0.0019383068262998546,,0.00021990548087642936,0.0014934641076251864
338,0.001905418051007603,,0.00021990548087642936,0.001491676433943212
339,0.001969674518997116,,0.00021990548087642936,0.001491890347097069
340,0.001905033497938088,,0.00021990548087642936,0.0014864943223074079
341,0.0019430822493242367,,0.00021990548087642936,0.0014921189867891371
342,0.0019251067257885421,,0.00021990548087642936,0.0014859430375508964
343,0.0019085382809862494,,0.00021990548087642936,0.0014816878247074783
344,0.0019327648083812424,,0.00021990548087642936,0.0014786074752919376
345,0.0019317557037408864,,0.00021990548087642936,0.00147189135896042
346,0.0019242650430117334,,0.00021990548087642936,0.001480097183957696
347,0.0019198293864194835,,0.00021990548087642936,0.0014810399152338505
348,0.0019135800290054508,,0.00021990548087642936,0.0014785516541451216
349,0.001926044634144221,,0.00021990548087642936,0.001476835343055427
350,0.0019470772240310907,,0.00021990548087642936,0.001473064417950809
351,0.0019422040952901756,,0.00021990548087642936,0.0014755204319953918
352,0.0019198749214410782,,0.00021990548087642936,0.0014732051640748978
353,0.0019515536093552197,,0.00021990548087642936,0.0014679782907478511
354,0.0018859764926933817,,0.00021990548087642936,0.0014654130791313946
355,0.0019285502910081828,,0.00021990548087642936,0.0014690961688756943
356,0.002007316515248801,,0.00021990548087642936,0.0014617967535741627
357,0.001998377498239279,,0.00021990548087642936,0.0014672166435047984
358,0.0018801486086366431,,0.00021990548087642936,0.001466166868340224
359,0.0020413517486304045,,0.00021990548087642936,0.0014725018991157413
360,0.0020053173481885877,,0.00021990548087642936,0.0014694929122924805
361,0.0020121091012177722,,0.00021990548087642936,0.0014701348263770342
362,0.0019447794683011515,,0.00021990548087642936,0.0014711328549310565
363,0.0019110898553792919,,0.00021990548087642936,0.001467886846512556
364,0.0019147153943777084,,0.00021990548087642936,0.0014673675177618861
365,0.0019167599634134344,,0.00021990548087642936,0.0014745414955541492
366,0.0020008651772513986,,0.00021990548087642936,0.0014671313692815602
367,0.001907624420709908,,0.00021990548087642936,0.0014651755336672068
368,0.0018345102268670286,,0.00021990548087642936,0.0014654992264695466
369,0.001881432070929025,,0.00021990548087642936,0.001453890057746321
370,0.0020196050505286883,,0.00021990548087642936,0.0014512988273054361
371,0.0019014895993417927,,0.00021990548087642936,0.0014557898975908756
372,0.0019448189996182919,,0.00021990548087642936,0.0014602878945879638
373,0.0019643225906682865,,0.00021990548087642936,0.0014640021254308522
374,0.001884301326104573,,0.00021990548087642936,0.0014588499907404184
375,0.0018433734242405211,,0.00021990548087642936,0.0014609890058636665
376,0.00196634086647204,,0.00021990548087642936,0.0014428769936785102
377,0.0019121802179142833,,0.00021990548087642936,0.0014447618159465492
378,0.0019233405057873046,,0.00021990548087642936,0.001447312708478421
379,0.0018850692847211445,,0.00021990548087642936,0.0014664617483504117
380,0.0019138943503743836,,0.00021990548087642936,0.001445620902813971
381,0.0019005564473835485,,0.00021990548087642936,0.0014471475733444095
382,0.001899511320516467,,0.00021990548087642936,0.001445693545974791
383,0.0018623863912320562,,0.00021990548087642936,0.0014410018338821828
384,0.0018250147945114545,,0.00021990548087642936,0.0014344166847877204
385,0.0018968730666009443,,0.00021990548087642936,0.0014303053030744195
386,0.0019230858223246677,,0.00021990548087642936,0.0014345963136292994
387,0.0019435336081577198,,0.00021990548087642936,0.0014390831929631531
388,0.0019177772337570786,,0.00021990548087642936,0.001441991189494729
389,0.0019144790380128793,,0.00021990548087642936,0.001434312085621059
390,0.0018779639753379992,,0.00021990548087642936,0.001440256426576525
391,0.0018870762682386807,,0.00021990548087642936,0.0014247376238927245
392,0.0018709366808512381,,0.00021990548087642936,0.0014228676445782185
393,0.0018567952793091536,,0.00021990548087642936,0.0014245752827264369
394,0.0018920893614579523,,0.00021990548087642936,0.001430344593245536
395,0.0018951595328482135,,0.00021990548087642936,0.001426496251951903
396,0.001885110795098756,,0.00021990548087642936,0.0014264347846619785
397,0.0018945745957483137,,0.00021990548087642936,0.0014212525566108525
398,0.0019425054446661047,,0.00021990548087642936,0.0014167677727527916
399,0.0018639105006254145,,0.00021990548087642936,0.0014126284513622522
400,0.0019131282876644815,,0.00021990548087642936,0.0014131925418041646
401,0.0017950294007148062,,0.00021990548087642936,0.0014181063161231577
402,0.0019019602498571788,,0.00021990548087642936,0.0014199534780345857
403,0.001954566770499306,,0.00021990548087642936,0.0014179807039909065
404,0.0018588199080633266,,0.00021990548087642936,0.0014154230011627078
405,0.0018537923959749086,,0.00021990548087642936,0.0014172225492075086
406,0.0019354265449302538,,0.00021990548087642936,0.0014132512733340263
407,0.001900828127483172,,0.00021990548087642936,0.0014166519977152348
408,0.0018329981914056198,,0.00021990548087642936,0.0014155563549138606
409,0.0019199392159602471,,0.00021990548087642936,0.001402446418069303
410,0.0018935316475108266,,0.00021990548087642936,0.0014151308569125831
411,0.001875356987251767,,0.00021990548087642936,0.0014040943933650851
412,0.001867049207378711,,0.00021990548087642936,0.001405301212798804
413,0.0019397517899051309,,0.00021990548087642936,0.0014080072869546711
414,0.0017850875488615461,,0.00021990548087642936,0.0014049892197363079
415,0.0017994877915563329,,0.00021990548087642936,0.0014031048049218953
416,0.0018943218081923468,,0.00021990548087642936,0.0014067295123822987
417,0.0019185790359707816,,0.00021990548087642936,0.0014011439634487033
418,0.0019033841755507247,,0.00021990548087642936,0.001423990004695952
419,0.0018474637929882323,,0.00021990548087642936,0.0014014412299729884
420,0.0018734514846333436,,0.00021990548087642936,0.0014061355032026768
421,0.0018366669371191943,,0.00021990548087642936,0.0013987746206112206
422,0.0018948650353455118,,0.00021990548087642936,0.001396026462316513
423,0.0019322955049574375,,0.00021990548087642936,0.0013961080112494528
424,0.001852885919756123,,0.00021990548087642936,0.0013926285901106894
425,0.0019284200555245792,,0.00021990548087642936,0.0013948275591246784
426,0.0019073376398799674,,0.00021990548087642936,0.0013952399021945894
427,0.001918516554204481,,0.00021990548087642936,0.001396985666360706
428,0.0018775728032259004,,0.00021990548087642936,0.001395499100908637
429,0.0018371775347207273,,0.00021990548087642936,0.0013875204604119062
430,0.001830803047466491,,0.00021990548087642936,0.001386157120577991
431,0.0018885080769125903,,0.00021990548087642936,0.0013847202062606812
432,0.0018047912578497613,,0.00021990548087642936,0.001382399641443044
433,0.0018571351122643267,,0.00021990548087642936,0.0013832637923769653
