epoch,train_loss,test_loss
1,0.36294134755929314,0.3278328687200944
2,0.27494192859778804,0.19926286024351914
3,0.15555616427212954,0.11090916125259052
4,0.07968532727410396,0.04578039289762576
5,0.05430680194559197,0.0382747812072436
6,0.04432681225550671,0.042300361667294055
7,0.03892459134571254,0.05515154214808717
8,0.035112341704467934,0.027770149204103898
9,0.03306312757388999,0.02474147602256077
10,0.030529751546370488,0.047585026076218735
11,0.02878654032169531,0.028402105752223482
12,0.027036644394199054,0.029400055363463858
13,0.025735320864866178,0.02006354835505287
14,0.024644215763546525,0.021750471983104945
15,0.023715453951930008,0.028400051523543274
16,0.022627315303931635,0.0195468121196609
17,0.02159521095144252,0.018143888590663362
18,0.02127863143881162,0.026808587464814383
19,0.020660492421593516,0.019812798196993147
20,0.019902434670366346,0.017532290257513523
21,0.01925065575633198,0.017525843529341122
22,0.01890050945105031,0.020148220664511125
23,0.018288357379691055,0.018629307507847748
24,0.018269082254264504,0.016308198800931373
25,0.01787041581546267,0.016893991081548543
26,0.01741351258320113,0.0183703633271701
27,0.017201302668545394,0.016483682405087165
28,0.016848560030727336,0.016241350796966193
29,0.01654429401581486,0.015367210719268769
30,0.016473287895011405,0.015262497074630422
31,0.01627203414294248,0.015288609118239644
32,0.015860441012773663,0.015156118641025387
33,0.01580519359636431,0.017703987940136966
34,0.015888450821706403,0.015126232062466443
35,0.015390618160987893,0.020989683957304807
36,0.015309487381018698,0.014395933270764848
37,0.015003231458055476,0.014605087249850233
38,0.015060292494793733,0.014483390364136236
39,0.015043480415673306,0.015036022522253915
40,0.014629903867219886,0.014161613682711807
41,0.014835930741392077,0.014267795973767837
42,0.014462192739980916,0.013749400474480353
43,0.01454897176163892,0.013736677591029244
44,0.014457628443681945,0.013581278762042832
45,0.014341803105392804,0.013781101576169021
46,0.01413384463172406,0.014288529468467459
47,0.014291667046491057,0.01977897183697981
48,0.013893308967817574,0.013298015431306947
49,0.013936943721491844,0.013023333622841164
50,0.013782642437921216,0.012943403010334198
51,0.013671208044203619,0.013605018362868577
52,0.01359649959175537,0.013640421481104567
53,0.013596951711612444,0.012712073043027582
54,0.013401986542157828,0.01323425015512233
55,0.013264813156953702,0.013462890730006621
56,0.013396775166814525,0.014993751112682124
57,0.013304974504280835,0.012281206505334315
58,0.013136548493057489,0.012165767157760759
59,0.012923439294099807,0.01243883374632181
60,0.013073450122028589,0.012250304605889445
61,0.012884472803367924,0.011986455922403062
62,0.012734022897978623,0.01266062776655114
63,0.01240696234938999,0.011975382181699388
64,0.012754904652635256,0.012883274837901505
65,0.012529619343113155,0.01393173159332946
66,0.012302323788559685,0.013262310209878099
67,0.012503077747145047,0.011521516499148371
68,0.01222968693356961,0.012087652298117367
69,0.01214293088298291,0.014271282786309408
70,0.012164376390477022,0.014814555330667644
71,0.012250144731563826,0.011452405666932463
72,0.01181405584871148,0.011023109237430617
73,0.0116552847600542,0.01682181683931655
74,0.01195715215600406,0.011839165841617311
75,0.011682618184325595,0.011459065104912345
76,0.011501051818486303,0.010634641154514004
77,0.011469843584733705,0.010671920727084701
78,0.011663776258938014,0.012144200114610915
79,0.011359392241574824,0.01040867846032294
80,0.011285798700992018,0.010665030202556712
81,0.011175209473973761,0.010356672194902786
82,0.011270003013778477,0.011278011369092079
83,0.011220303217414766,0.010438189208313513
84,0.011273250873976697,0.01281286083511077
85,0.010921068407284717,0.010079882489517331
86,0.010889803426495443,0.010216443361326431
87,0.010758908532249431,0.010302188092803893
88,0.011084761799623569,0.009930535845924168
89,0.011006836568315824,0.009881164991141608
90,0.010734807578846811,0.009874342260300182
91,0.010761864997912199,0.009782953195778342
92,0.010348075495567172,0.013463787805909911
93,0.010718465882043044,0.010085793038015253
94,0.010625691667664796,0.012714146834914572
95,0.01058569000568241,0.011722951781509134
96,0.010525290196140607,0.010264935312055362
97,0.010560756457659106,0.009663044129071447
98,0.010375287774174164,0.009725305826286786
99,0.010301268381687502,0.009799437041704854
100,0.010287805628031492,0.009613620853924658
101,0.010222553480416537,0.011387892149117155
102,0.010109186649012069,0.010567904236377218
103,0.010075358672766014,0.010620215508582382
104,0.010095703478436918,0.00939592409452113
105,0.01010098500099654,0.01063347834162414
106,0.009869863143345961,0.011212448015576228
107,0.010079668761851887,0.01000675771792885
108,0.009643889211583883,0.009261193394680352
109,0.010033439316321164,0.009720963746852551
110,0.00986795397552972,0.009599461536466455
111,0.009878972977943098,0.011845672268730898
112,0.009707400631159544,0.01017063454996484
113,0.009797513850110894,0.010617789890578327
114,0.009646165203691149,0.00887271122269643
115,0.009625837362837047,0.008743628654920031
116,0.009394839549980437,0.012224751846903624
117,0.009707773869546752,0.008841910028034666
118,0.009400831514503806,0.0096340858641391
119,0.009522709387432163,0.008587469499616418
120,0.00946576578503785,0.009122170120535884
121,0.009350719086748237,0.00914624565455597
122,0.009325658072484658,0.009122460916890607
123,0.009547285158187152,0.008948677520287067
124,0.009195100878908609,0.008849333728818843
125,0.009365383094797532,0.008606737959101642
126,0.009213444257620723,0.008983005864235262
127,0.009179533058001349,0.009653191758552566
128,0.009226853920069212,0.00868262499726067
129,0.009255012432889393,0.011144018087846538
