epoch,train_loss,test_loss,learning_rate
1,0.26705785527825354,0.12628678437322377,0.1
2,0.07968731423529486,0.05178066453663632,0.1
3,0.04489700732287019,0.03200673818433036,0.1
4,0.03449467182935526,0.026471787876216693,0.1
5,0.028533311667852102,0.027877746713735784,0.1
6,0.024579773719112078,0.024376213820263122,0.1
7,0.02194760068707789,0.017404268353129738,0.1
8,0.019904497147072108,0.01701962206144041,0.1
9,0.018283525404209893,0.01691100729124931,0.1
10,0.017202244906220587,0.025913774218255033,0.1
11,0.016247247700424242,0.017977444792049938,0.1
12,0.015442400380658607,0.015505534034455195,0.1
13,0.014655992830327402,0.012017908749597458,0.1
14,0.01411120216206958,0.01576845209579915,0.1
15,0.01387818700245892,0.012335227318496133,0.1
16,0.013211904033863296,0.016304761931532994,0.1
17,0.01282051730202511,0.011343428418040275,0.1
18,0.012455490178739032,0.011343497607546549,0.1
19,0.012277639366220682,0.010148329025832936,0.1
20,0.011885838988237083,0.010866026910953223,0.1
21,0.011427646330557763,0.011935057770266818,0.1
22,0.011694912274833769,0.010813483078964055,0.1
23,0.011302157041694348,0.009391075068463883,0.1
24,0.010956148692639545,0.008788566816753397,0.1
25,0.010877491983507449,0.00866187322778084,0.1
26,0.010710374293460822,0.009381312906043604,0.1
27,0.01034262783282126,0.020130847230708848,0.1
28,0.01035661824280396,0.019959775604850922,0.1
29,0.00997147018982408,0.008355625563320548,0.1
30,0.010030265857931226,0.010161911363247782,0.1
31,0.009689945618156344,0.008526463519956451,0.1
32,0.009585902336208771,0.009835560853243806,0.1
33,0.009430941042567914,0.010175801560205098,0.1
34,0.009266367034676174,0.007764359236947105,0.1
35,0.009068653110880405,0.007655681264877785,0.1
36,0.008900917343174417,0.012957472732135406,0.1
37,0.008891686361748726,0.01006426762517852,0.1
38,0.008645168729126454,0.0066554585730773394,0.1
39,0.008367477068289494,0.007045816355287874,0.1
40,0.008388686197965095,0.009861767607314201,0.1
41,0.008174498697044327,0.007203767051105387,0.1
42,0.008073083034250885,0.011199896672042086,0.1
43,0.007919672155209506,0.006732954585459083,0.1
44,0.007718000648698459,0.01017189320079827,0.1
45,0.007757684893440455,0.005907075730210636,0.1
46,0.007583629387275626,0.005266658232915992,0.1
47,0.007430223223054782,0.008539659989376863,0.1
48,0.0073076430743094535,0.007375443297205493,0.1
49,0.007246484238033493,0.005481486501036367,0.1
50,0.0070264353622527176,0.0062636202476763474,0.1
51,0.006923499321953083,0.0054884043278677075,0.1
52,0.006877011766967674,0.00501911022651863,0.1
53,0.006746428388093288,0.005700228040514049,0.1
54,0.006675767219082142,0.004747943193651735,0.1
55,0.006675117218013232,0.00640082149640269,0.1
56,0.006432319435989484,0.005748916994295238,0.1
57,0.006318987945366341,0.005553652194697255,0.1
58,0.0063812519245160125,0.004930963674560189,0.1
59,0.0060919197617719575,0.009455307169506948,0.1
60,0.006188294494835039,0.008892366177169606,0.1
61,0.006038382684540314,0.004353231453472593,0.1
62,0.006002106580417603,0.008370359968297028,0.1
63,0.005858989339127826,0.004470166858761028,0.1
64,0.0059044716751668605,0.006717146414157469,0.1
65,0.005671234078278455,0.012384466511236192,0.1
66,0.00571820843188713,0.004159095882835875,0.1
67,0.005672772966790945,0.004512268201506231,0.1
68,0.005515028083270105,0.006258667367801536,0.1
69,0.005498857316367018,0.004228779407955395,0.1
70,0.005520602743102548,0.00660787500567191,0.1
71,0.005287072336456428,0.003885014357510954,0.1
72,0.005412779353791848,0.005623487869064169,0.1
73,0.005167675326229073,0.00442169484643576,0.1
74,0.0053596254207271465,0.00529185320881273,0.1
75,0.005172861164901406,0.006721342872479,0.1
76,0.00504529687789424,0.004431297771322231,0.1
77,0.00512515874831782,0.00664277409533194,0.1
78,0.005110270914738067,0.004182570079283323,0.1
79,0.004981836188623371,0.003649144700951486,0.1
80,0.004991313166877565,0.0035551980762102177,0.1
81,0.00481047298759222,0.004362527800888832,0.1
82,0.004859497324408342,0.0037651045424475643,0.1
83,0.004836035461242621,0.003469049644918414,0.1
84,0.0048565390325772265,0.0035885818145470695,0.1
85,0.004729426387348213,0.0034412065267194216,0.1
86,0.004695069110020995,0.004998236029641703,0.1
87,0.0047046861491010835,0.0034351184407326704,0.1
88,0.004633354223333299,0.0034716008837373615,0.1
89,0.004611204699225103,0.004836038739304058,0.1
90,0.004524945863328564,0.004898385263319748,0.1
91,0.003279379133406716,0.0032711920610260375,0.010000000000000002
92,0.003256533407839015,0.0032575875862676184,0.010000000000000002
93,0.0032446410891134292,0.0032480882896925322,0.010000000000000002
94,0.003234696396199676,0.0032370579983398784,0.010000000000000002
95,0.0032259140390669926,0.003231042991101276,0.010000000000000002
96,0.0032177508356592928,0.003220138932665577,0.010000000000000002
97,0.003210252898473603,0.003213375663132562,0.010000000000000002
98,0.0032032393188759062,0.003206935044193718,0.010000000000000002
99,0.0031965923571260647,0.003201286232894442,0.010000000000000002
100,0.0031903121046101056,0.0031943072223414976,0.010000000000000002
101,0.003184367371335005,0.003188208719123698,0.010000000000000002
102,0.0031787424889625983,0.003183376453186308,0.010000000000000002
103,0.0031732626088584463,0.0031795837690879124,0.010000000000000002
104,0.0031683140129704647,0.003173969360262466,0.010000000000000002
105,0.0031633393412145478,0.003168661069260755,0.010000000000000002
106,0.003158667954849079,0.003163381635968108,0.010000000000000002
107,0.003154071045767826,0.0031585693403030747,0.010000000000000002
108,0.0031496836491472398,0.003154619758327802,0.010000000000000002
109,0.0031453904734613995,0.0031498833385800633,0.010000000000000002
110,0.003141201872495003,0.0031461088386519503,0.010000000000000002
111,0.003137294340801115,0.0031419413705104184,0.010000000000000002
112,0.0031333710810091966,0.0031384179912371715,0.010000000000000002
113,0.003129474550951272,0.003136861020126768,0.010000000000000002
114,0.0031259320435735086,0.0031321145450056067,0.010000000000000002
115,0.0031221611621246362,0.0031277929332766993,0.010000000000000002
116,0.003118613355521423,0.0031262884071232597,0.0010000000000000002
