epoch,train_loss,test_loss
1,0.37787697710096835,0.3056900439225137
2,0.2051745811291039,0.13429947275357942
3,0.09543840151590606,0.06609999396527808
4,0.060520469540109235,0.05268011933425441
5,0.05284129305121799,0.05463774166923637
6,0.0481556423039486,0.0470113798052383
7,0.044383517851432165,0.04944885397097096
8,0.0403509057747821,0.03980399806130057
9,0.03686165879946202,0.02917716005157369
10,0.033860945811805626,0.02724975105491467
11,0.03136277129873633,0.02660116026410833
12,0.029469403525193533,0.024642568650500227
13,0.027587198725280662,0.022125253232661634
14,0.025925511914926272,0.03157773426578691
15,0.024833562802523374,0.020941521705826745
16,0.02356370321319749,0.018898079278878866
17,0.02268289915441225,0.02014130648691207
18,0.021895999598006408,0.020236513425285617
19,0.021167946769855915,0.017913110219330217
20,0.02066228905227035,0.018571227501379326
21,0.020117230845304826,0.01867619080779453
22,0.01941837641953801,0.017662297890832027
23,0.01903168992061789,0.017198098728549667
24,0.01865025939575086,0.022368132836806276
25,0.01845216827467084,0.01691379836158982
26,0.018160725272415825,0.016853218094523375
27,0.017936796208377927,0.016673331222652146
28,0.017501535744716724,0.016263934201560915
29,0.017138127412181348,0.016481050082754033
30,0.017201961991377177,0.017650754823116586
31,0.0170183966603751,0.01658486129735441
32,0.016818709986594817,0.01602667300127602
33,0.016602677498788885,0.015760866381266777
34,0.016701607131399215,0.02124040257263308
35,0.016415568597925204,0.01666390535887331
36,0.01630207440117374,0.016038388298281157
37,0.016147598926909267,0.015434561214060522
38,0.016031337525540344,0.018480129064409993
39,0.01578805653921639,0.015586062421983418
40,0.01569948291638866,0.014868170546833426
41,0.015775555884465574,0.014842608856076064
42,0.015624864373821766,0.01558754132478498
43,0.015469288581516593,0.014846945315754662
44,0.01516175249281029,0.015328344714750225
45,0.015293751867332806,0.016351991513317142
46,0.01520417721165965,0.014490454910555855
47,0.01502100917743519,0.014299140047126761
48,0.01495913623754556,0.015091592836737012
49,0.014754184307530522,0.01447676394348188
50,0.014639194598421454,0.01389058784135462
51,0.01467849406413734,0.013636312682065182
52,0.014615158793361237,0.015132471025766184
53,0.014529597311435887,0.013797855478866647
54,0.014393496029855063,0.014409867428864041
55,0.014248728517753382,0.013314378433666813
56,0.014016990381448219,0.014634779868259406
57,0.014138442034212252,0.013101438243562977
58,0.014030049778521061,0.01279039693705272
59,0.01393994320028772,0.012843398921928989
60,0.013841716896276921,0.01385376339739499
61,0.01379337886037926,0.012447343464397515
62,0.013636529656747977,0.01245492941311871
63,0.013383250224869699,0.01352383359936842
64,0.013425812511704861,0.016408207132481038
65,0.01324529256283616,0.012394270448518607
66,0.013262005539921422,0.01211299528736466
67,0.013069079269189387,0.013406193277720984
68,0.012894023280435553,0.011964809289590145
69,0.012870062507378559,0.011929002730563904
70,0.012745823953300714,0.012985198999910305
71,0.012822516961799313,0.013999069115767876
72,0.012676484396215527,0.0157901827445797
73,0.012401704877459755,0.012930362962069921
74,0.012352306061269094,0.01164479790662881
75,0.012173751065662751,0.011273966500884853
76,0.01224039083501945,0.013500115450200004
77,0.012059633806347846,0.01134557585096142
78,0.012042527161538601,0.013339228583693815
79,0.011955048063149055,0.012266686194343492
80,0.012022751999708514,0.014965668316193236
81,0.01167520386710142,0.01228348321436594
82,0.011682458205614239,0.013282822470452326
83,0.011574870455078781,0.01181685298254403
84,0.011610801913775504,0.010560267478576862
85,0.011505356022001555,0.010932632214389741
86,0.011287256251865376,0.010363171837913493
87,0.011243269363573442,0.010498430629183228
88,0.011310157446035494,0.011077362777820478
89,0.01124981050224354,0.010784297549786668
90,0.01106048111182948,0.01287942227422415
91,0.011101408225949854,0.010662559316842816
92,0.011158469499399264,0.011379890516788388
93,0.010981628014706075,0.01078442282838902
94,0.010871710258070379,0.009768186675889107
95,0.010773088492763538,0.011912766241196854
96,0.01070375072148939,0.009929228627976652
97,0.010817610550827037,0.009510952051787171
98,0.010728294574655593,0.009670440666183519
99,0.010634250359144061,0.009370657924640303
100,0.010453753833814214,0.01060812387712455
101,0.010350635882156591,0.01368006443255581
102,0.010353225166133295,0.0098077232875706
103,0.010335504229490956,0.01030529894788439
104,0.010183536247350276,0.009589401831229527
105,0.010435729847910503,0.009910762218642049
106,0.010267632736358792,0.010171898900298402
107,0.010309736106234292,0.009687240134032132
108,0.010167073433597882,0.010902212296496145
109,0.010060085663571954,0.010630173769701894
110,0.010034351390010366,0.009550793853122741
111,0.009895550487563014,0.011348489952506497
112,0.010030260586257403,0.009330558834772091
113,0.010054686390794813,0.009070390442890736
114,0.00989246619710078,0.009094280546123627
115,0.009844266560394317,0.01197033132154805
116,0.009582398703011374,0.010521890664822422
117,0.009675586516580854,0.009504966819270825
118,0.009823853380512447,0.009755279329838232
119,0.009667110696124534,0.00999934359647644
120,0.009547855749648686,0.009627819995512255
121,0.009680987418008347,0.009200882722022167
122,0.00951123446536561,0.011874254089586126
